,restaurant_id,menu_type,section,menu_item,description,price,dietary_prefences,source,image_name,ingredients,ingredients_mapped
129,hana_don_fairview,,Sushi Rolls/Hand Rolls,Yellowtail Scallion Roll,,12,,,,"['yellowtail', 'scallions']","yellow_lentil, scallion"
130,hana_don_fairview,,Sushi Rolls/Hand Rolls,Kani Roll,,7,,,,['kani crab'],crab
131,hana_don_fairview,,Sushi Rolls/Hand Rolls,Eel Avocado Roll,,9,,,,"['grilled eel', 'avocado']","grilled_chicken, avocado"
132,hana_don_fairview,,Sushi Rolls/Hand Rolls,Shrimp Tempura Roll,w/ Avocado Cucumber & Fish egg (8pcs),12,,,,"['shrimp tempura', 'avocado', 'cucumber', 'tobiko']","shrimp_paste, avocado, cucumber, tobiko"
133,hana_don_fairview,,Sushi Rolls/Hand Rolls,Vegetarian Roll,(5pcs),7,,,,"['avocado', 'cucumber', 'carrots', 'sweet potato tempura']","avocado, cucumber, carrot, sweet_potato_puree"
134,hana_don_fairview,,Sushi Rolls/Hand Rolls,Cucumber Roll,,6,,,,['cucumber'],cucumber
135,hana_don_fairview,,Sushi Rolls/Hand Rolls,Avocado Roll,,7,,,,['avocado'],avocado
136,hana_don_fairview,,Sushi Rolls/Hand Rolls,Sweet Potato Tempura Roll,,7,,,,['sweet potato tempura'],sweet_potato_puree
137,hana_don_fairview,,Sushi Rolls/Hand Rolls,Futomaki Roll,kani tamago oshiko inari cucumber & mushroom (5pcs),9,,,,"['kani', 'tamago', 'oshinko', 'inari', 'cucumber', 'shiitake']","anise, mango, koshi_an, nori, cucumber, shortcake"
138,pizzeria_badiali,,"CLASSIC PIES 16""",Original Cheese,"crushed tomato, whole milk mozz, pecorino, padano",24,Vegetarian,,,"['crushed tomatoes', 'whole milk mozzarella', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough flour', 'water', 'yeast', 'salt']","crushed_tomato, whole_milk_mozzarella, pecorino_cheese, grana_padano, olive_oil, pizza_dough, water, yeast, salt"
139,pizzeria_badiali,,"CLASSIC PIES 16""",Margherita,"crushed tomato, fior di latte, pecorino, padano, basil",24,Vegetarian,,,"['crushed tomatoes', 'fior di latte fresh mozzarella', 'pecorino cheese', 'grana padano cheese', 'fresh basil', 'olive oil', 'pizza dough']","crushed_tomato, fior di latte fresh mozzarella, pecorino_cheese, grana_padano, fresh_basil, olive_oil, pizza_dough"
140,pizzeria_badiali,,"CLASSIC PIES 16""",Pepperoni,"crushed tomato, whole milk mozz, pepperoni, pecorino, padano",26,,,,"['crushed tomatoes', 'whole milk mozzarella', 'pepperoni', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","crushed_tomato, whole_milk_mozzarella, pepperoni, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
141,pizzeria_badiali,,"CLASSIC PIES 16""",Marinara,"crushed tomato, shaved garlic, fresh basil, pecorino, padano, sicilian oregano, olive oil",17,Vegan,,,"['crushed tomatoes', 'shaved garlic', 'fresh basil', 'pecorino cheese', 'grana padano cheese', 'sicilian oregano', 'olive oil', 'pizza dough']","crushed_tomato, head_of_garlic, fresh_basil, pecorino_cheese, grana_padano, mexican_oregano, olive_oil, pizza_dough"
142,pizzeria_badiali,,"CLASSIC PIES 16""",Burrata Marinara,"crushed tomato, shaved garlic, fresh basil, pecorino, burrata, padano",28,Vegetarian,,,"['crushed tomatoes', 'shaved garlic', 'fresh basil', 'pecorino cheese', 'burrata cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","crushed_tomato, head_of_garlic, fresh_basil, pecorino_cheese, burrata_cheese, grana_padano, olive_oil, pizza_dough"
143,pizzeria_badiali,,"CLASSIC PIES 16""",Vodka,"spicy vodka rose sauce, fior di latte, pecorino, padano",25,Vegetarian,,,"['spicy vodka rose sauce tomatoes', 'cream', 'vodka', 'red chili', 'fior di latte', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","spicy vodka rose sauce tomatoes, cream, vodka, dried_chili, fior di latte, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
144,pizzeria_badiali,,"CLASSIC PIES 16""",Sausage Peppers & Onion,"crushed tomato, whole milk mozz, italian sausage, roasted peppers, red onion, pecorino, padano",27,,,,"['crushed tomatoes', 'whole milk mozzarella', 'italian sausage', 'roasted bell peppers', 'red onions', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","crushed_tomato, whole_milk_mozzarella, italian_sausage, roasted_pepper, red_onion, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
145,pizzeria_badiali,,"CLASSIC PIES 16""",Capicola and Pineapple,"crushed tomato, whole milk mozz, red onion, capicola, pineapple, calabrian chilli",27,,,,"['crushed tomatoes', 'whole milk mozzarella', 'red onions', 'capicola cured pork', 'pineapple chunks', 'calabrian chili', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","crushed_tomato, whole_milk_mozzarella, red_onion, capicola cured pork, pineapple_chunk, calabrian chili, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
146,pizzeria_badiali,,"CLASSIC PIES 16""",Mushroom Bianco,"whole milk mozz, caramelized onions, ricotta, portobello mushroom, pecorino, padano",27,Vegetarian,,,"['whole milk mozzarella', 'caramelized onions', 'ricotta cheese', 'portobello mushrooms', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","whole_milk_mozzarella, caramelized_onion, ricotta_cheese, portabella_mushroom, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
147,pizzeria_badiali,,DIPS,Creamy Pepperoncini,,3.50/3.75 oz,Vegetarian,,,"['pepperoncini', 'cream']","pepperoni, cream"
148,pizzeria_badiali,,DIPS,Green Garlic Ranch,,3.50/3.75 oz,Vegetarian,,,"['garlic', 'cream']","garlic, cream"
149,pizzeria_badiali,,DIPS,Buzz Hot Honey,,3.75/2 oz,Vegetarian,,,"['honey', 'chili']","honey, chili"
150,pizzeria_badiali,,SALADS,Chopped Salad,"arugula, radicchio, romaine, genoa salami, pepperoncini, cherry tomato, shallot, olive, artichoke heart",14,,,,"['arugula', 'radicchio', 'romaine', 'salami', 'pepperoncini', 'tomato', 'shallot', 'olive', 'artichoke']","arugula, radicchio, romaine_leaf, salami, pepperoni, tomato, shallot, olive, artichoke"
151,pizzeria_badiali,,SALADS,Caesar Supreme,"classic romaine, focaccia croutons, white anchovy, padano",12,,,,"['romaine', 'croutons', 'anchovy', 'padano']","romaine_leaf, crouton, anchovy, grana_padano"
152,pizzeria_badiali,,New Pizzas,"Cacio E Pepe 16""","shredded mozz, fior di latte, cacio sauce, pecorino and black pepper",31,Vegetarian,,,"['shredded mozzarella', 'fior di latte', 'cacio sauce butter', 'parmesan', 'pecorino', 'black pepper', 'pecorino cheese', 'black pepper', 'olive oil', 'pizza dough']","pre_shredded_mozzarella_cheese, fior di latte, cocoa_butter, parmesan_rind, pectin, black_pepper, pecorino_cheese, black_pepper, olive_oil, pizza_dough"
153,pizzeria_badiali,,New Pizzas,"Salami And Hot Pepper 16""","shredded mozz, provolone, sicilian oregano, hot peppers, tomato sauce, spicy salami, pecorino and padano cheese",32,Contains Pork,,,"['shredded mozzarella', 'provolone cheese', 'sicilian oregano', 'hot peppers', 'tomato sauce', 'spicy salami', 'pecorino cheese', 'grana padano cheese', 'olive oil', 'pizza dough']","pre_shredded_mozzarella_cheese, provolone_cheese, mexican_oregano, hot_pepper, tomato_sauce, salami, pecorino_cheese, grana_padano, olive_oil, pizza_dough"
154,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,OXTAIL RED PEA SOUP,"Braised red peas, herbs and vegetables.",$14.00,,,,"['oxtail', 'red peas kidney beans', 'carrots', 'celery', 'onions', 'thyme', 'garlic', 'scallions', 'pimento allspice', 'scotch bonnet pepper', 'salt', 'pepper']","oxtail, red_kidney_bean, carrot, celery, onion, thyme, garlic, scallion, allspice, scotch_bonnet_pepper, salt, pepper"
155,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,SALTFISH FRITTERS,Mango-lime-papaya salsa.,$16.00,pescetarian,,,"['saltfish cod', 'flour', 'scallions', 'onions', 'scotch bonnet pepper', 'thyme', 'water', 'oil served with mangolimepapaya salsa mango', 'lime', 'papaya', 'sugar']","salt_cod_fish, flour, scallion, onion, scotch_bonnet_pepper, thyme, water, oil served with mangolimepapaya salsa mango, lime, papaya, sugar"
156,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,PEPPER SHRIMP,"Garlic butter, scotch bonnet; house-made hard dough bread points.",$19.00,pescetarian,,,"['shrimp', 'garlic butter', 'scotch bonnet pepper', 'housemade hard dough bread flour', 'water', 'yeast']","shrimp, garlic_butter, scotch_bonnet_pepper, housemade hard dough bread flour, water, yeast"
157,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,ACKEE & SALTFISH BITES,"Sweet peppers, onions, tomatoes, fried dumplings.",$16.00,pescetarian,,,"['ackee', 'saltfish', 'sweet peppers', 'onions', 'tomatoes', 'flour', 'oil served with fried dumplings flour', 'baking powder', 'water', 'salt']","mackerel, catfish, sweet_pepper, onion, tomato, flour, oil served with fried dumplings flour, baking_powder, water, salt"
158,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,SLOW-BAKED JERK WINGS,"Wild honey, scotch bonnet dust, lime zest, festival.",$19.00,,,,"['chicken wings', 'jerk seasoning pimento', 'allspice', 'thyme', 'garlic', 'scotch bonnet', 'wild honey', 'lime zest', 'festival fried cornmeal dumplings']","chicken_wing, herb_seasoning_mix, allspice, thyme, garlic, scotch_bonnet_pepper, wildflower_honey, lime_zest, festival fried cornmeal dumplings"
159,chubbys_jamaican_kitchen,lunch/dinner,likkle bites,JERK CHIPS & DIPS,"Root vegetables, scotch bonnet dust, spicy aioli, mango-pineapple sauce.",$9.50,,,,"['assorted root vegetables sweet potato', 'taro', 'cassava', 'scotch bonnet dust served with spicy aioli mayo', 'chili', 'mangopineapple sauce']","assorted root vegetables sweet potato, tarragon, cassava, scotch bonnet dust served with spicy aioli mayo, chili, pineapple_juice"
160,chubbys_jamaican_kitchen,lunch/dinner,MARKET FRESH,KALE & POMEGRANATE SALAD,"Roasted squash, pomegranate, almonds, toasted pepitas, goat cheese, lemon vinaigrette.",$18.00,vegetarian,,,"['kale', 'roasted squash', 'pomegranate seeds', 'almonds', 'toasted pepitas', 'goat cheese', 'lemon vinaigrette lemon', 'olive oil', 'dijon mustard']","kale, roasted_cashew, pomegranate_seed, almond, roasted_pecan, goat_cheese, lemon_vinaigrette, olive_oil, dijon_mustard"
161,chubbys_jamaican_kitchen,lunch/dinner,MARKET FRESH,WATERCRESS & PAPAYA SALAD,"Avocado, papaya, toasted cashews, tamarind vinaigrette.",$18.00,vegetarian,,,"['watercress', 'papaya', 'avocado', 'toasted cashews', 'tamarind vinaigrette tamarind', 'lime juice', 'sugar']","watercress, papaya, avocado, roasted_cashew, italian_vinaigrette_dressing, lime_juice, sugar"
162,chubbys_jamaican_kitchen,lunch/dinner,MARKET FRESH,MIXED GREENS & MANGO SALAD,"Mango, artisan lettuce, toasted coconut chips, sweet and spicy pecan, guava vinaigrette.",$18.00,vegetarian,,,"['artisan lettuce mix', 'mango', 'toasted coconut chips', 'sweet and spicy pecans', 'guava vinaigrette guava', 'vinegar', 'sugar']","artisan lettuce mix, mango, toasted coconut chips, sweet and spicy pecans, vinaigrette, vinegar, sugar"
163,chubbys_jamaican_kitchen,lunch/dinner,JERK PIT GRILL,JERK CHICKEN,Woodfire grilled marinated chicken; Chubby's slaw.,$24.00,,,,"['marinated chicken', 'jerk seasoning', 'chubbys slaw cabbage', 'carrot', 'beets', 'pickled mustard seed']","minced_chicken, seasoning, chubbys slaw cabbage, carrot, beet, mustard_seed"
164,chubbys_jamaican_kitchen,lunch/dinner,JERK PIT GRILL,JERK PORK,"Woodfire grilled pork shoulder, sauteed seasonal greens.",$24.00,,,,"['pork shoulder', 'jerk seasoning', 'sautéed seasonal greens collards', 'kale']","pork_shoulder, seasoning, sautéed seasonal greens collards, kale"
165,chubbys_jamaican_kitchen,lunch/dinner,JERK PIT GRILL,JERK SHRIMP,Woodfire grilled jerk shrimp; Chubby’s slaw.,$24.00,,,,"['shrimp', 'jerk seasoning', 'chubbys slaw']","shrimp, seasoning, chubbys slaw"
166,chubbys_jamaican_kitchen,lunch/dinner,JERK PIT GRILL,CHUBBY'S JERK BURGER,"Angus beef, jerk seasoning, mango salsa, pickles, charred lettuce.",$24.00,,,,"['angus beef patty', 'jerk seasoning', 'mango salsa', 'pickles', 'charred lettuce', 'burger bun']","sausage_patty, seasoning, mango_salsa, pickle, head_lettuce, hamburger_bun"
167,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,CURRY CHICKEN,"House-made curry spice, pineapple chutney, jasmine rice.",$19.00,,,,"['chicken', 'housemade curry spice turmeric', 'cumin', 'coriander', 'pineapple chutney', 'jasmine rice']","chicken, housemade curry spice turmeric, cumin, coriander, pineapple_chunk, jasmine_rice"
168,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,CURRY GOAT,"House-made curry spice, mango chutney, jasmine rice",$22.00,,,,"['goat meat', 'housemade curry spice', 'mango chutney', 'jasmine rice']","goat_meat, housemade curry spice, mango_chutney, jasmine_rice"
169,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,OXTAIL STEW,Braised butter beans and herbs; rice & peas.,$25.00,,,,"['oxtail', 'butter beans', 'thyme', 'garlic', 'onions', 'pimento', 'rice and peas red kidney beans', 'coconut milk', 'rice']","oxtail, butter_bean, thyme, garlic, onion, pimento, dried_red_kidney_bean, coconut_milk, rice"
170,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,CARIBBEAN VEGGIE STEW,"Sweet potato, corn, beans coconut milk, jasmine rice.",$18.00,vegan,,,"['sweet potato', 'corn', 'beans', 'coconut milk', 'jasmine rice']","sweet_potato, corn, bean, coconut_milk, jasmine_rice"
171,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,CURRY SHRIMP,House-made curry spice; served with jasmine rice.,$23.00,pescetarian,,,"['shrimp', 'housemade curry spice', 'jasmine rice']","shrimp, housemade curry spice, jasmine_rice"
172,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,PAN-SEARED SNAPPER FILLET,"Brown stew sauce, sweet potato, coconut steamed greens.",$30.00,pescetarian,,,"['snapper fillet', 'brown stew sauce onions', 'tomatoes', 'thyme', 'soy sauce', 'sweet potato', 'coconut steamed greens']","red_snapper_fillet, brown stew sauce onions, tomato, thyme, soy_sauce, sweet_potato, coconut steamed greens"
173,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,PORT ROYAL MAC & CHEESE,"Saltfish, corn, mozzarella, cheddar cheese, toasted panko.",$19.00,pescetarian,,,"['saltfish', 'corn', 'mozzarella', 'cheddar cheese', 'toasted panko breadcrumbs']","catfish, corn, mozzarella_cheese, cheddar_cheese, toasted_breadcrumb"
174,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,CURRIED CHICK PEAS & PLANTAIN HASH,"House-made curry spice; grilled eggplant, roasted tomato, pickled brussel sprouts.",$19.50,vegetarian,,,"['chickpeas', 'plantains', 'housemade curry spice', 'grilled eggplant', 'roasted tomato', 'pickled brussels sprouts']","chickpea, plantain, housemade curry spice, globe_eggplant, fire_roasted_tomato, brussels_sprout"
175,chubbys_jamaican_kitchen,lunch/dinner,BIG IT UP,ESCOVITCH WHOLE SNAPPER,Fried Snapper with escovitch vegetables and festival.,$32.00,pescetarian,,,"['whole fried snapper', 'escovitch vegetables carrots', 'onions', 'scotch bonnet pepper', 'vinegar', 'festival']","red_snapper, escovitch vegetables carrots, onion, scotch_bonnet_pepper, vinegar, feta"
176,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,SEASONAL SAUTEED GREENS,"Kale, collard greens, cherry tomato, onion",$9.00,,,,"['kale', 'collard greens', 'cherry tomato', 'onion']","kale, collard_green, cherry_tomato, onion"
177,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,FRIED PLANTAIN,Plantain maldon salt,$10.50,,,,"['plantains', 'maldon salt']","plantain, season_salt"
178,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,JASMINE RICE,Steamed jasmine rice,$7.00,,,,['steamed jasmine rice'],jasmine_rice
179,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,RICE & PEAS,"Red kidney beans, herbs",$7.00,,,,"['rice', 'red kidney beans', 'coconut milk', 'thyme']","rice, red_kidney_bean, coconut_milk, thyme"
180,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,JERK FRIES,Scotch bonnet aioli,$8.00,,,,"['french fries', 'scotch bonnet aioli']","french_fry, scotch_bonnet_pepper"
181,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,CHUBBY'S SLAW,"Carrot, candy cane beets, red onion, pickled mustard seed",$7.00,,,,"['carrot', 'candy cane beets', 'red onion', 'pickled mustard seed']","carrot, candy_cane, red_onion, mustard_seed"
182,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,FRIED OKRA,"Okra, banana gastrique",$11.00,,,,"['banana', 'okra']","banana, okra"
183,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,FESTIVAL,Fried cornflour dumplings,$7.00,,,,"['corn', 'cornflour', 'dumpling', 'flour']","corn, cornflour, dumpling, flour"
184,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,FRIED DUMPLINGS,Traditional fried dough,$6.00,,,,['dumpling'],dumpling
185,chubbys_jamaican_kitchen,lunch/dinner,PON DI SIDE,JERK TEMPEH,"sauteed soybeans, jerk spice, turmeric yogurt",$8.00,,,,"['sautéed tempeh', 'jerk spice', 'turmeric yogurt']","tempeh, spice, turmeric"
186,chubbys_jamaican_kitchen,lunch/dinner,SWEET TINGS,RUM & RAISIN BREAD PUDDING,Rum caramel sauce; vanilla ice cream.,$14.00,,,,"['bread', 'raisins', 'eggs', 'milk', 'sugar', 'rum caramel sauce rum', 'sugar', 'butter', 'cream', 'vanilla ice cream']","bread, craisins, egg, milk, sugar, caramel_sauce, sugar, butter, cream, vanilla_ice_cream"
187,chubbys_jamaican_kitchen,lunch/dinner,SWEET TINGS,CHUBBY'S RUM CAKE,"Dried fruits, rum cream sauce.",$14.00,,,,"['dried fruits raisins', 'currants', 'cherries', 'rum', 'flour', 'sugar', 'butter', 'rum cream sauce rum', 'cream', 'sugar']","dried_fruit, currant, cheese, rum, flour, sugar, butter, rum cream sauce rum, cream, sugar"
188,chubbys_jamaican_kitchen,lunch/dinner,SWEET TINGS,CARROT CAKE,Spiced butter cream; vanilla ice cream.,$13.00,,,,"['grated carrots', 'flour', 'sugar', 'eggs', 'butter', 'spiced buttercream cinnamon', 'nutmeg', 'cloves', 'butter', 'powdered sugar', 'vanilla ice cream']","raw_carrot, flour, sugar, egg, butter, spiced buttercream cinnamon, nutmeg, clove, butter, powdered_sugar, vanilla_ice_cream"
189,chubbys_jamaican_kitchen,lunch/dinner,SWEET TINGS,CORNMEAL PUDDING,"Candied corn nuts, coconut corn sauce, coconut sorbet.",$12.00,,,,"['cornmeal', 'coconut milk', 'sugar', 'candied corn nuts', 'coconut corn sauce coconut milk', 'corn puree', 'coconut sorbet']","cornmeal, coconut_milk, sugar, candied_fruit, coconut corn sauce coconut milk, prune_puree, coconut_sorbet"
190,chubbys_jamaican_kitchen,lunch/dinner,SWEET TINGS,ICE CREAM,"One scoop: vanilla, cherry cheesecake, mango sorbet, or coconut sorbet.",$6.00,,,,"['cake', 'cheese', 'cheesecake', 'cherry', 'coconut', 'cream', 'ice', 'mango', 'nut', 'sorbet', 'vanilla']","cake, cheese, cheesecake, cherry, coconut, cream, ice, mango, nut, sorbet, vanilla"
191,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,JERK CHICKEN,Chubby’s slaw.,$24.00,,,,"['marinated chicken', 'jerk seasoning', 'chubbys slaw cabbage', 'carrot', 'beets', 'pickled mustard seed']","minced_chicken, seasoning, chubbys slaw cabbage, carrot, beet, mustard_seed"
192,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,HOME STYLE JAMAICAN BREAKFAST,"Ackee & salt fish, fried dumplings, plantain, sautéed greens, boiled green banana.",$23.00,,,,"['ackee', 'saltfish', 'fried dumplings flour', 'baking powder', 'water', 'salt', 'plantain', 'sautéed greens collards', 'kale', 'boiled green banana']","mackerel, catfish, fried dumplings flour, baking_powder, water, salt, plantain, sautéed greens collards, kale, green_banana"
193,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,CHUBBY'S BRUNCH BURGER,"Angus beef, charred lettuce, burger mayo, pickles, fried jerk egg, avocado salsa.",$24.00,,,,"['angus beef patty', 'charred lettuce', 'burger mayo mayonnaise', 'jerk spice', 'pickles', 'fried jerk egg', 'avocado salsa']","sausage_patty, head_lettuce, homemade_mayonnaise, spice, pickle, fried jerk egg, avocado"
194,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,BLESS UP AVO TOAST,"Grilled hardo bread, avocado, mango & papaya salsa, chili flakes, toasted coconut.",$17.00,,,,"['grilled hard dough bread', 'avocado', 'mangopapaya salsa', 'chili flakes', 'toasted coconut']","grilled hard dough bread, avocado, mango_salsa, chili_flake, flaked_coconut"
195,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,EGGS BEENIE MAN,"Three poached eggs, fried dumpling, black pepper hollandaise, sautéed greens, Chubby’s hash, mixed greens.",$24.00,,,,"['poached eggs', 'fried dumpling', 'black pepper hollandaise butter', 'egg yolks', 'lemon juice', 'black pepper', 'sautéed greens', 'chubbys hash roasted potatoes', 'bell peppers', 'onions', 'mixed greens']","goat_cheese, dumpling, black pepper hollandaise butter, egg_yolk, lemon_juice, black_pepper, salad_green, roasted_potato, bell_pepper, onion, mixed_green"
196,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,FRIED CHICKEN AND PINEAPPLE WAFFLE,"Fried jerk chicken, caramelized pineapple cornmeal waffles, coconut creme fraiche, sorrel syrup.",$26.00,,,,"['fried jerk chicken', 'caramelized pineapple', 'cornmeal waffles', 'coconut crème fraîche', 'sorrel syrup sorrel', 'sugar', 'water']","fried_chicken, candied_pineapple, cornmeal, coconut_extract, sorrel syrup sorrel, sugar, water"
197,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,BONELESS MAHI-MAHI FISH SANDWICH,"Mango tartar, potato bun, escovitch vegetables, taro fries.",$18.00,,,,"['mahimahi fillet', 'mango tartar mango', 'mayonnaise', 'lime', 'potato bun', 'escovitch vegetables carrots', 'onions', 'scotch bonnet', 'vinegar', 'taro fries']","mahi_mahi_fillet, mango tartar mango, mayonnaise, lime, potato_bun, escovitch vegetables carrots, onion, scotch_bonnet_pepper, vinegar, star_fruit"
198,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,OXTAIL POUTINE,"Pulled oxtail, cheese curds, green onion, chives, oxtail gravy.",$21.00,,,,"['pulled oxtail', 'cheese curds', 'green onions', 'chives', 'oxtail gravy oxtail stock', 'flour', 'butter']","oxtail, cheese_curd, green_onion, chive, oxtail gravy oxtail stock, flour, butter"
199,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,KALE AND POMEGRANATE SALAD,"Roasted squash, pomegranate, almonds, pepitas, goat cheese, lemon vinaigrette.",$18.00,,,,"['kale', 'roasted squash', 'pomegranate seeds', 'almonds', 'pepitas', 'goat cheese', 'lemon vinaigrette lemon', 'olive oil', 'dijon mustard']","kale, roasted_cashew, pomegranate_seed, almond, pepitas, goat_cheese, lemon_vinaigrette, olive_oil, dijon_mustard"
200,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,PORT ROYAL MAC 'N' CHEESE,"Salt fish, corn, mozzarella, cheddar cheese, toasted panko.",$19.00,,,,"['saltfish', 'corn', 'mozzarella', 'cheddar cheese', 'toasted panko breadcrumbs']","catfish, corn, mozzarella_cheese, cheddar_cheese, toasted_breadcrumb"
201,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,SLOW-BAKED JERK WINGS,"Wild honey, scotch bonnet dust, lime zest, festival.",$19.00,,,,"['chicken wings', 'jerk seasoning', 'wild honey', 'lime zest', 'festival fried cornmeal dumplings']","chicken_wing, seasoning, wildflower_honey, lime_zest, festival fried cornmeal dumplings"
202,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,QUICHE AH,"Sweet potato, greens red pepper, okra, cheddar cheese.",$19.00,,,,"['sweet potato', 'sautéed greens collards', 'kale', 'red pepper', 'okra', 'cheddar cheese', 'eggs', 'cream']","sweet_potato, sautéed greens collards, kale, red_pepper, okra, cheddar_cheese, egg, cream"
203,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,CARIBBEAN STEWED PEAS,"Bell peppers, coconut milk, cilantro, jerk sausage, poached eggs, jasmine rice.",$21.00,,,,"['bell peppers', 'coconut milk', 'cilantro', 'jerk sausage', 'poached eggs', 'jasmine rice']","bell_pepper, coconut_milk, cilantro, pork_sausage, goat_cheese, jasmine_rice"
204,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,CURRY CHICKEN,"House-made curry spice, pineapple chutney; jasmine rice.",$19.00,,,,"['chicken', 'housemade curry spice turmeric', 'cumin', 'coriander', 'pineapple chutney', 'jasmine rice']","chicken, housemade curry spice turmeric, cumin, coriander, pineapple_chunk, jasmine_rice"
205,chubbys_jamaican_kitchen,brunch,BRUNCH MAINS,JERK PORK,"Wood fire grilled pork shoulder, sauteed seasonal greens.",$24.00,,,,"['woodfire grilled pork shoulder', 'jerk seasoning', 'sautéed seasonal greens']","fresh_pork_shoulder, seasoning, sautéed seasonal greens"
206,chubbys_jamaican_kitchen,brunch,PON DI SIDE,SAUTEED GREENS,,$9.00,,,,['greens'],green
207,chubbys_jamaican_kitchen,brunch,PON DI SIDE,FRIED DUMPLINGS,,$6.00,,,,['dumplings'],dumpling
208,chubbys_jamaican_kitchen,brunch,PON DI SIDE,OKRA,,$11.00,,,,['okra'],okra
209,chubbys_jamaican_kitchen,brunch,PON DI SIDE,JERK SAUSAGE,,$12.00,,,,['sausage'],sausage
210,chubbys_jamaican_kitchen,brunch,PON DI SIDE,TARO FRIES,,$8.00,,,,['taro'],tarragon
211,chubbys_jamaican_kitchen,brunch,PON DI SIDE,JERK PORK,,$12.00,,,,['pork'],pork
212,chubbys_jamaican_kitchen,brunch,PON DI SIDE,POACHED EGGS,,$7.00,,,,['eggs'],egg
213,chubbys_jamaican_kitchen,brunch,PON DI SIDE,FESTIVALS,,$7.00,,,,['festival dough'],pasta_dough
214,chubbys_jamaican_kitchen,brunch,PON DI SIDE,CHUBBY'S HASH,,$9.00,,,,['potatoes'],potato
215,chubbys_jamaican_kitchen,brunch,PON DI SIDE,FRIED PLANTAIN,,$10.50,,,,['plantain'],plantain
216,chubbys_jamaican_kitchen,brunch,SWEET TINGS,CORNMEAL PUDDING,"Candied corn nuts, coconut corn sauce, coconut ice cream.",$12.00,,,,"['coconut', 'corn', 'cornmeal', 'cream', 'ice', 'meal', 'nut', 'pudding']","coconut, corn, cornmeal, cream, ice, meal, nut, pudding"
217,chubbys_jamaican_kitchen,brunch,SWEET TINGS,CARIBBEAN FRUIT PARFAIT,"Fruit medley, roasted pumpkin seed, sweet corn sorrel reduction, coconut whipped cream.",$10.00,,,,"['bean', 'coconut', 'corn', 'cream', 'fruit', 'nut', 'pumpkin', 'rib', 'roast', 'seed', 'sorrel']","bean, coconut, corn, cream, fruit, nut, pumpkin, rib, roast, seed, sorrel"
